"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ParagonGreystone/FX/Materials/Heroes/Greystone/Abilities/M_Greystone_Sparks.M_Greystone_Sparks","0","0","15","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Sparks/M_hardSpark_Alpha_GPU_Random.M_hardSpark_Alpha_GPU_Random","0","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1005","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","123","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","129","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","25","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","98","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","0","0","33","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/Greystone/Abilities/M_Greystone_Smoke_Burst.M_Greystone_Smoke_Burst","0","0","28","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/M_ArrowFlare.M_ArrowFlare","0","0","15","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Armor1.M_Armor1","0","0","24","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Armor2.M_Armor2","0","0","24","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Cloth1.M_Cloth1","0","0","56","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Cloth2.M_Cloth2","0","0","24","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_COLOUR.M_Hotdog_Spark_VLerp_COLOUR","0","0","15","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","14","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","54","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","37","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","12","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","0","0","4","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","98","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","5","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","11","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Dark.M_Dark","0","0","24","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Game/M_Tri_Test.M_Tri_Test","0","0","55","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","0","16","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","27","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Game/ParagonTerra/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","0","84","90","1","268.943726","84","270"
"/Game/Abandoned_Cathedral/Master_Material/M_glass.M_glass","0","66","66","1","1407.569824","0","66"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","42","42","2","62.846298","0","42"
"/Game/ParagonTerra/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","0","52","54","1","179.615662","52","162"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Eye_Occlusion_Demo.M_Terra_Eye_Occlusion_Demo","0","20","22","1","67.330780","20","66"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_PonyhairInside.M_Terra_PonyhairInside","0","48","52","1","143.194916","48","156"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Cloth_MountainForge.M_Terra_Cloth_MountainForge","0","71","77","1","259.301147","71","231"
"/Game/Abandoned_Cathedral/Master_Material/M_Auto_Landscape.M_Auto_Landscape","0","33","33","1","40.335354","0","33"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Chainmail.M_Sevarog_Chainmail","0","71","77","1","286.826599","71","231"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Back_01.M_Sevarog_Back_01","0","71","77","1","264.536377","71","231"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Torso.M_Sevarog_Torso","0","71","77","1","312.771912","71","231"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Hammer_01.M_Sevarog_Hammer_01","0","71","77","1","329.575195","71","231"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Helmet_MountainForge.M_Terra_Helmet_MountainForge","0","48","52","1","313.337891","96","260"
"/Game/ParagonTerra/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","0","61","65","1","242.117462","61","195"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_invis.M_invis","0","52","56","1","84.961716","0","56"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_ArmourRuins.M_Sevarog_ArmourRuins","0","71","77","1","345.053406","71","231"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_TearLine_Demo.M_Terra_TearLine_Demo","0","65","67","1","1416.145020","65","201"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Axe.M_Terra_Axe","0","48","52","1","292.228760","96","260"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Skin_MountainForge.M_Terra_Skin_MountainForge","0","84","90","1","602.420776","168","450"
"/Game/ParagonTerra/Characters/Global/Hair/Materials/M_HairSheet_Master2.M_HairSheet_Master2","49","196","208","2","443.344940","196","416"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","102","102","1","0.000000","0","102"
"/Game/Abandoned_Cathedral/Master_Material/M_glass.M_glass","49","74","74","1","295.094635","0","74"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","46","46","2","39.257217","0","46"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_ArmourRuins.M_Sevarog_ArmourRuins","49","79","85","1","152.829712","79","255"
"/Game/Abandoned_Cathedral/Master_Material/M_Auto_Landscape.M_Auto_Landscape","49","50","50","1","103.118584","0","50"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Hammer_01.M_Sevarog_Hammer_01","49","79","85","1","132.698990","79","255"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Helmet_MountainForge.M_Terra_Helmet_MountainForge","49","54","58","1","133.176270","108","290"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Chainmail.M_Sevarog_Chainmail","49","79","85","1","117.613586","79","255"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Back_01.M_Sevarog_Back_01","49","79","85","1","120.371857","79","255"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Axe.M_Terra_Axe","49","54","58","1","165.648987","108","290"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Skin_MountainForge.M_Terra_Skin_MountainForge","49","92","98","1","270.852325","184","490"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_Sevarog_Torso.M_Sevarog_Torso","49","79","85","1","123.773285","79","255"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_PonyhairInside.M_Terra_PonyhairInside","49","54","58","1","75.048363","54","174"
"/Game/ParagonTerra/Characters/Heroes/Terra/Skins/MountainForge/Materials/M_Terra_Cloth_MountainForge.M_Terra_Cloth_MountainForge","49","79","85","1","114.162567","79","255"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_TearLine_Demo.M_Terra_TearLine_Demo","49","71","73","1","242.151276","71","219"
"/Game/ParagonTerra/Characters/Global/Eyelash/M_EyelashMaster.M_EyelashMaster","49","54","56","1","118.625320","54","168"
"/Game/ParagonTerra/Characters/Global/Eyes/Materials/M_EyeRefractive.M_EyeRefractive","49","92","98","1","181.939728","92","294"
"/Game/ParagonTerra/Characters/Global/Mouth/Materials/M_Mouth_Master.M_Mouth_Master","49","67","71","1","112.983902","67","213"
"/Game/ParagonTerra/Characters/Heroes/Terra/Materials/M_Terra_Eye_Occlusion_Demo.M_Terra_Eye_Occlusion_Demo","49","22","24","1","35.473991","22","72"
"/Game/ParagonSevarog/Characters/Heroes/Sevarog/Materials/M_invis.M_invis","49","58","62","1","31.451818","0","62"
"/Game/Abandoned_Cathedral/Foliage/M_Foliage_vertex_paint.M_Foliage_vertex_paint","49","261","795","3","468.501953","0","265"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","296","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","296","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","96","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","280","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","280","6","0.000000","0","0"
"/Game/Abandoned_Cathedral/Master_Material/M_Master.M_Master","49","0","170","2","0.000000","0","1275"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","0","60","2","0.000000","0","30"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","70","6","0.000000","0","7"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","49","0","4","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/Greystone/Abilities/M_Greystone_Wisp_SplineThicken_Claw.M_Greystone_Wisp_SplineThicken_Claw","49","0","24","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/M_Radial_Blur_Refraction.M_Radial_Blur_Refraction","49","0","23","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/M_Wisp_SplineThicken_Small.M_Wisp_SplineThicken_Small","49","0","24","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","244","6","0.000000","0","0"
"/Game/Abandoned_Cathedral/Master_Material/M_Candle_Fire.M_Candle_Fire","49","0","35","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","54","2","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","16","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/MaskBrushMaterial.MaskBrushMaterial","49","0","7","1","0.000000","0","7"
"/Game/Movies/MP_HeavyAttack_Video_Mat.MP_HeavyAttack_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_LightAttack_Video_Mat.MP_LightAttack_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_LocOnSplash_Video_Mat.MP_LocOnSplash_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_GuardVideo_Video_Mat.MP_GuardVideo_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_Interact_Video_Mat.MP_Interact_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_MovmentVid_Video_Mat.MP_MovmentVid_Video_Mat","49","0","12","1","0.000000","0","0"
"/Game/Movies/MP_RollSplashMaterial.MP_RollSplashMaterial","49","0","12","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","49","0","14","2","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/Greystone/Abilities/M_Greystone_Sparks.M_Greystone_Sparks","49","0","17","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Sparks/M_hardSpark_Alpha_GPU_Random.M_hardSpark_Alpha_GPU_Random","49","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","2188","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","129","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","106","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","13","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","0","23","1","0.000000","0","0"
"/Game/Weapon_Pack/Materials/Weapons/M_WeaponSet_1.M_WeaponSet_1","49","0","35","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/Greystone/Abilities/M_Greystone_Smoke_Burst.M_Greystone_Smoke_Burst","49","0","30","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Heroes/M_ArrowFlare.M_ArrowFlare","49","0","17","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Armor1.M_Armor1","49","0","26","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Armor2.M_Armor2","49","0","26","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Cloth1.M_Cloth1","49","0","62","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Cloth2.M_Cloth2","49","0","26","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_COLOUR.M_Hotdog_Spark_VLerp_COLOUR","49","0","17","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/ColorMaskBrushMaterial.ColorMaskBrushMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LandscapeDirtyMaterial.LandscapeDirtyMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","16","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/LayerVisMaterial.LayerVisMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","71","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","75","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultOddSquare.M_DefaultOddSquare","49","0","6","1","0.000000","0","0"
"/CameraCalibrationCore/Materials/M_DefaultEvenSquare.M_DefaultEvenSquare","49","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","65","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","106","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","65","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","7","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","13","1","0.000000","0","0"
"/Game/IronSpear_Content/Iron_Juggernaut/Materials/M_Dark.M_Dark","49","0","26","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Game/M_Tri_Test.M_Tri_Test","49","0","67","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","0","23","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","26","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","18","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.SculptMaterial","49","0","18","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
